id,汉字,出现次数,频率（%）,累积频率（%）
4703,鲷,19,0.0001,99.9142
4704,忻,19,0.0001,99.9143
4705,醺,19,0.0001,99.9144
4706,婺,19,0.0001,99.9145
4707,潍,18,0.0001,99.9191
4708,潞,18,0.0001,99.9192
4709,吡,18,0.0001,99.9193
4710,碣,18,0.0001,99.9187
4711,郗,18,0.0001,99.9194
4712,骰,18,0.0001,99.9195
4713,鳊,18,0.0001,99.9201
4714,岫,18,0.0001,99.9196
4715,笸,18,0.0001,99.919
4716,汴,18,0.0001,99.9198
4717,忸,18,0.0001,99.9199
4718,珲,18,0.0001,99.9203
4719,蕙,18,0.0001,99.9209
4720,怩,18,0.0001,99.9208
4721,鹞,18,0.0001,99.9207
4722,_,18,0.0001,99.9206
4723,墒,18,0.0001,99.9205
4724,咝,18,0.0001,99.9204
4725,_,18,0.0001,99.92
4726,濯,18,0.0001,99.9202
4727,×,18,0.0001,99.9197
4728,褓,18,0.0001,99.9186
4729,襁,18,0.0001,99.9178
4730,峒,18,0.0001,99.9175
4731,濠,18,0.0001,99.9177
4732,腓,18,0.0001,99.9174
4733,脒,18,0.0001,99.9173
4734,耆,18,0.0001,99.9172
4735,谄,18,0.0001,99.9171
4736,馊,18,0.0001,99.917
4737,咻,18,0.0001,99.9169
4738,鳔,18,0.0001,99.9176
4739,凫,18,0.0001,99.9179
4740,柽,18,0.0001,99.918
4741,犸,18,0.0001,99.9181
4742,爿,18,0.0001,99.9182
4743,巳,18,0.0001,99.9183
4744,驸,18,0.0001,99.9184
4745,_,18,0.0001,99.9189
4746,邈,18,0.0001,99.9185
4747,羿,18,0.0001,99.9188
4748,_,17,0.0001,99.921
4749,恫,17,0.0001,99.9211
4750,椴,17,0.0001,99.9212
4751,蠖,17,0.0001,99.9213
4752,铤,17,0.0001,99.9214
4753,澹,17,0.0001,99.9239
4754,捱,17,0.0001,99.9228
4755,唿,17,0.0001,99.9234
4756,_,17,0.0001,99.9247
4757,_,17,0.0001,99.9215
4758,嫖,17,0.0001,99.924
4759,龊,17,0.0001,99.9236
4760,啐,17,0.0001,99.9241
4761,莞,17,0.0001,99.9242
4762,钒,17,0.0001,99.9243
4763,汶,17,0.0001,99.9244
4764,嚯,17,0.0001,99.9248
4765,偃,17,0.0001,99.9254
4766,娲,17,0.0001,99.9253
4767,煊,17,0.0001,99.9252
4768,蔻,17,0.0001,99.9251
4769,渚,17,0.0001,99.9245
4770,遛,17,0.0001,99.9249
4771,赅,17,0.0001,99.925
4772,蛴,17,0.0001,99.9246
4773,螬,17,0.0001,99.9238
4774,茯,17,0.0001,99.9224
4775,帼,17,0.0001,99.9217
4776,_,17,0.0001,99.9218
4777,仞,17,0.0001,99.9219
4778,剜,17,0.0001,99.922
4779,炷,17,0.0001,99.9221
4780,煨,17,0.0001,99.9222
4781,棣,17,0.0001,99.9223
4782,_,17,0.0001,99.9235
4783,湟,17,0.0001,99.9225
4784,、,17,0.0001,99.9216
4785,籼,17,0.0001,99.9226
4786,畿,17,0.0001,99.9227
4787,稗,17,0.0001,99.9237
4788,鲲,17,0.0001,99.9229
4789,笞,17,0.0001,99.923
4790,爰,17,0.0001,99.9231
4791,碲,17,0.0001,99.9232
4792,_,17,0.0001,99.9233
4793,舫,16,0.0001,99.9284
4794,聒,16,0.0001,99.9296
4795,龌,16,0.0001,99.9285
4796,茗,16,0.0001,99.9281
4797,葳,16,0.0001,99.9286
4798,藜,16,0.0001,99.9287
4799,哔,16,0.0001,99.9288
4800,棂,16,0.0001,99.9289
4801,忾,16,0.0001,99.929
4802,钰,16,0.0001,99.9291
4803,埕,16,0.0001,99.9292
4804,沤,16,0.0001,99.9293
4805,桡,16,0.0001,99.9294
4806,蓖,16,0.0001,99.9299
4807,飚,16,0.0001,99.9307
4808,沔,16,0.0001,99.9306
4809,焙,16,0.0001,99.9305
4810,莘,16,0.0001,99.9304
4811,缙,16,0.0001,99.9303
4812,鹂,16,0.0001,99.9302
4813,垧,16,0.0001,99.9295
4814,癯,16,0.0001,99.93
4815,皈,16,0.0001,99.9298
4816,锃,16,0.0001,99.9301
4817,唁,16,0.0001,99.9297
4818,栀,16,0.0001,99.9308
4819,璨,16,0.0001,99.9283
4820,q,16,0.0001,99.9279
4821,玷,16,0.0001,99.9266
4822,畈,16,0.0001,99.9282
4823,烩,16,0.0001,99.9267
4824,靛,16,0.0001,99.9262
4825,斛,16,0.0001,99.9261
4826,轭,16,0.0001,99.9256
4827,戕,16,0.0001,99.9259
4828,_,16,0.0001,99.9257
4829,衩,16,0.0001,99.926
4830,徜,16,0.0001,99.9255
4831,涞,16,0.0001,99.9258
4832,绔,16,0.0001,99.9264
4833,璎,16,0.0001,99.9268
4834,钚,16,0.0001,99.9269
4835,砭,16,0.0001,99.927
4836,碛,16,0.0001,99.9271
4837,獾,16,0.0001,99.9272
4838,嗄,16,0.0001,99.9273
4839,夙,16,0.0001,99.9274
4840,_,16,0.0001,99.9275
4841,箧,16,0.0001,99.928
4842,铰,16,0.0001,99.9276
4843,氚,16,0.0001,99.9265
4844,嵋,16,0.0001,99.9277
4845,骊,16,0.0001,99.9278
4846,圪,16,0.0001,99.9263
4847,啉,15,0.0001,99.9332
4848,淇,15,0.0001,99.9333
4849,讣,15,0.0001,99.9334
4850,犍,15,0.0001,99.9335
4851,闾,15,0.0001,99.9336
4852,旃,15,0.0001,99.9337
4853,_,15,0.0001,99.9328
4854,嘌,15,0.0001,99.9338
4855,糍,15,0.0001,99.9339
4856,摁,15,0.0001,99.935
4857,橼,15,0.0001,99.934
4858,噫,15,0.0001,99.933
4859,鸵,15,0.0001,99.9342
4860,骧,15,0.0001,99.9343
4861,泅,15,0.0001,99.9344
4862,伧,15,0.0001,99.9345
4863,铱,15,0.0001,99.9346
4864,皴,15,0.0001,99.9347
4865,榘,15,0.0001,99.9348
4866,谡,15,0.0001,99.9349
4867,佗,15,0.0001,99.9341
4868,胤,15,0.0001,99.9327
4869,鹌,15,0.0001,99.9317
4870,佻,15,0.0001,99.9315
4871,潸,15,0.0001,99.9331
4872,鲈,15,0.0001,99.9318
4873,砺,15,0.0001,99.9351
4874,耒,15,0.0001,99.9313
4875,韪,15,0.0001,99.9312
4876,孱,15,0.0001,99.9311
4877,_,15,0.0001,99.931
4878,倜,15,0.0001,99.9309
4879,Ｋ,15,0.0001,99.9314
4880,葺,15,0.0001,99.9319
4881,螫,15,0.0001,99.932
4882,飙,15,0.0001,99.9321
4883,罄,15,0.0001,99.9322
4884,帏,15,0.0001,99.9329
4885,崂,15,0.0001,99.9323
4886,铧,15,0.0001,99.9316
4887,喑,15,0.0001,99.9324
4888,嘣,15,0.0001,99.9325
4889,慵,15,0.0001,99.9326
4890,趸,14,0.0001,99.9364
4891,酐,14,0.0001,99.9376
4892,焖,14,0.0001,99.9375
4893,胝,14,0.0001,99.9403
4894,鳝,14,0.0001,99.9374
4895,肓,14,0.0001,99.9405
4896,鸶,14,0.0001,99.9373
4897,撸,14,0.0001,99.9372
4898,鲻,14,0.0001,99.9371
4899,_,14,0.0001,99.937
4900,镞,14,0.0001,99.9369
4901,赧,14,0.0001,99.9368
4902,謇,14,0.0001,99.9367
4903,弈,14,0.0001,99.9352
4904,嘤,14,0.0001,99.9365
4905,媵,14,0.0001,99.9377
4906,鹘,14,0.0001,99.9363
4907,鹬,14,0.0001,99.9362
4908,霁,14,0.0001,99.9361
4909,_,14,0.0001,99.936
4910,绶,14,0.0001,99.9359
4911,蛉,14,0.0001,99.9358
4912,鼹,14,0.0001,99.9357
4913,幂,14,0.0001,99.9356
4914,贰,14,0.0001,99.9355
4915,祜,14,0.0001,99.9354
4916,衽,14,0.0001,99.9353
4917,_,14,0.0001,99.939
4918,罂,14,0.0001,99.9392
4919,蓼,14,0.0001,99.9366
4920,苋,14,0.0001,99.9402
4921,徉,14,0.0001,99.9401
4922,羯,14,0.0001,99.94
4923,胴,14,0.0001,99.9399
4924,氤,14,0.0001,99.9398
4925,_,14,0.0001,99.9397
4926,炀,14,0.0001,99.9396
4927,晁,14,0.0001,99.9395
4928,芪,14,0.0001,99.9394
4929,骅,14,0.0001,99.9393
4930,屙,14,0.0001,99.9378
4931,_,14,0.0001,99.9391
4932,氲,14,0.0001,99.9404
4933,逅,14,0.0001,99.9389
4934,邂,14,0.0001,99.9388
4935,觐,14,0.0001,99.9387
4936,蛳,14,0.0001,99.9386
4937,缜,14,0.0001,99.9385
4938,茴,14,0.0001,99.9384
4939,陂,14,0.0001,99.9383
4940,蜊,14,0.0001,99.9382
4941,钿,14,0.0001,99.9381
4942,鬻,14,0.0001,99.938
4943,剐,14,0.0001,99.9379
4944,诌,13,0.0001,99.9432
4945,妁,13,0.0001,99.9445
4946,壹,13,0.0001,99.9459
4947,砒,13,0.0001,99.9443
4948,钏,13,0.0001,99.9442
4949,_,13,0.0001,99.9441
4950,_,13,0.0001,99.944
4951,菟,13,0.0001,99.9439
4952,芗,13,0.0001,99.9438
4953,暧,13,0.0001,99.9437
4954,黧,13,0.0001,99.9436
4955,_,13,0.0001,99.9435
4956,晗,13,0.0001,99.9434
4957,骠,13,0.0001,99.9433
4958,浣,13,0.0001,99.9412
4959,痫,13,0.0001,99.9447
4960,弁,13,0.0001,99.9448
4961,哞,13,0.0001,99.9449
4962,淖,13,0.0001,99.945
4963,衮,13,0.0001,99.9451
4964,_,13,0.0001,99.9452
4965,邳,13,0.0001,99.9453
4966,昊,13,0.0001,99.9454
4967,渥,13,0.0001,99.9455
4968,褡,13,0.0001,99.9456
4969,趿,13,0.0001,99.9457
4970,钹,13,0.0001,99.9446
4971,莴,13,0.0001,99.9444
4972,_,13,0.0001,99.9408
4973,蹰,13,0.0001,99.9407
4974,崃,13,0.0001,99.9409
4975,娌,13,0.0001,99.941
4976,妯,13,0.0001,99.9411
4977,龇,13,0.0001,99.9462
4978,銮,13,0.0001,99.9413
4979,钤,13,0.0001,99.9458
4980,脲,13,0.0001,99.9414
4981,鲵,13,0.0001,99.9415
4982,肄,13,0.0001,99.9416
4983,窨,13,0.0001,99.9417
4984,痱,13,0.0001,99.9431
4985,贲,13,0.0001,99.9419
4986,─,13,0.0001,99.9406
4987,胼,13,0.0001,99.942
4988,鲂,13,0.0001,99.9421
4989,p,13,0.0001,99.9422
4990,铌,13,0.0001,99.9423
4991,菽,13,0.0001,99.9424
4992,谗,13,0.0001,99.9425
4993,坌,13,0.0001,99.9426
4994,_,13,0.0001,99.9427
4995,鱿,13,0.0001,99.9428
4996,葩,13,0.0001,99.9429
4997,镟,13,0.0001,99.943
4998,幄,13,0.0001,99.9418
4999,蒴,13,0.0001,99.9461
5000,罅,13,0.0001,99.947
5001,珙,13,0.0001,99.9469
5002,嵇,13,0.0001,99.9468
5003,酊,13,0.0001,99.9467
5004,貉,13,0.0001,99.9466
5005,谶,13,0.0001,99.9465
5006,陉,13,0.0001,99.9464
5007,淬,13,0.0001,99.946
5008,_,13,0.0001,99.9463
5009,卟,13,0.0001,99.9471
5010,猞,12,0.0001,99.9501
5011,邺,12,0.0001,99.9502
5012,滹,12,0.0001,99.9503
5013,翳,12,0.0001,99.9504
5014,瘙,12,0.0001,99.9505
5015,疔,12,0.0001,99.9506
5016,阚,12,0.0001,99.9507
5017,髁,12,0.0001,99.9508
5018,蓊,12,0.0001,99.951
5019,莅,12,0.0001,99.9511
5020,傩,12,0.0001,99.9512
5021,谀,12,0.0001,99.9513
5022,蔸,12,0.0001,99.9521
5023,夯,12,0.0001,99.9523
5024,癔,12,0.0001,99.95
5025,馀,12,0.0001,99.9499
5026,犒,12,0.0001,99.9497
5027,氙,12,0.0001,99.9498
5028,馔,12,0.0001,99.9519
5029,缢,12,0.0001,99.9496
5030,辎,12,0.0001,99.9495
5031,讧,12,0.0001,99.9494
5032,挈,12,0.0001,99.9493
5033,嗪,12,0.0001,99.9492
5034,簖,12,0.0001,99.9491
5035,嵴,12,0.0001,99.9483
5036,珂,12,0.0001,99.9489
5037,滂,12,0.0001,99.9487
5038,铷,12,0.0001,99.9485
5039,孓,12,0.0001,99.9481
5040,穑,12,0.0001,99.9473
5041,_,12,0.0001,99.9474
5042,鳏,12,0.0001,99.9475
5043,镳,12,0.0001,99.9476
5044,殇,12,0.0001,99.9477
5045,瞑,12,0.0001,99.9478
5046,瘘,12,0.0001,99.9479
5047,琨,12,0.0001,99.948
5048,靥,12,0.0001,99.9484
5049,圹,12,0.0001,99.9482
5050,瞽,12,0.0001,99.9515
5051,畚,12,0.0001,99.9525
5052,湫,12,0.0001,99.9509
5053,艮,12,0.0001,99.9486
5054,鹜,12,0.0001,99.9528
5055,奂,12,0.0001,99.9527
5056,姹,12,0.0001,99.9526
5057,讦,12,0.0001,99.9524
5058,_,12,0.0001,99.9522
5059,繇,12,0.0001,99.949
5060,屐,12,0.0001,99.952
5061,钺,12,0.0001,99.9514
5062,噻,12,0.0001,99.9518
5063,蝮,12,0.0001,99.9517
5064,诰,12,0.0001,99.9516
5065,笤,12,0.0001,99.9529
5066,刈,12,0.0001,99.9488
5067,坨,12,0.0001,99.9472
5068,恁,11,0.0001,99.957
5069,甾,11,0.0001,99.9569
5070,喹,11,0.0001,99.9568
5071,堞,11,0.0001,99.9567
5072,猁,11,0.0001,99.9566
5073,襞,11,0.0001,99.9556
5074,_,11,0.0001,99.9575
5075,恹,11,0.0001,99.9564
5076,瘿,11,0.0001,99.9565
5077,茔,11,0.0001,99.9573
5078,楹,11,0.0001,99.9562
5079,蚨,11,0.0001,99.9561
5080,嵬,11,0.0001,99.956
5081,_,11,0.0001,99.9559
5082,篼,11,0.0001,99.9532
5083,蒺,11,0.0001,99.9558
5084,蠓,11,0.0001,99.9572
5085,噱,11,0.0001,99.9557
5086,鄯,11,0.0001,99.9563
5087,脘,11,0.0001,99.9577
5088,_,11,0.0001,99.9592
5089,袂,11,0.0001,99.9586
5090,聿,11,0.0001,99.9584
5091,篌,11,0.0001,99.9587
5092,泔,11,0.0001,99.9588
5093,鹫,11,0.0001,99.9589
5094,觊,11,0.0001,99.959
5095,笈,11,0.0001,99.9591
5096,箜,11,0.0001,99.9585
5097,轳,11,0.0001,99.9583
5098,瘢,11,0.0001,99.9582
5099,仂,11,0.0001,99.9581
5100,纡,11,0.0001,99.958
5101,胪,11,0.0001,99.9579
5102,螽,11,0.0001,99.9578
5103,叁,11,0.0001,99.9574
5104,樽,11,0.0001,99.9576
5105,菡,11,0.0001,99.9571
5106,诠,11,0.0001,99.9533
5107,袢,11,0.0001,99.9544
5108,飨,11,0.0001,99.9554
5109,苻,11,0.0001,99.9553
5110,槁,11,0.0001,99.9552
5111,蘩,11,0.0001,99.9551
5112,踟,11,0.0001,99.955
5113,豕,11,0.0001,99.9549
5114,涿,11,0.0001,99.9548
5115,苣,11,0.0001,99.9547
5116,跖,11,0.0001,99.9546
5117,藁,11,0.0001,99.9545
5118,蠹,11,0.0001,99.9531
5119,栊,11,0.0001,99.9543
5120,歆,11,0.0001,99.9555
5121,橛,11,0.0001,99.9541
5122,獠,11,0.0001,99.954
5123,呋,11,0.0001,99.9542
5124,侩,11,0.0001,99.9539
5125,踯,11,0.0001,99.953
5126,逡,11,0.0001,99.9538
5127,罔,11,0.0001,99.9537
5128,聩,11,0.0001,99.9536
5129,珩,11,0.0001,99.9535
5130,糅,11,0.0001,99.9534
5131,廪,10,0.0001,99.9662
5132,佥,10,0.0001,99.9641
5133,谰,10,0.0001,99.9647
5134,檩,10,0.0001,99.9646
5135,嵊,10,0.0001,99.9645
5136,谥,10,0.0001,99.9644
5137,玮,10,0.0001,99.9643
5138,炅,10,0.0001,99.9642
5139,蹁,10,0.0001,99.9631
5140,铄,10,0.0001,99.964
5141,驷,10,0.0001,99.9649
5142,郢,10,0.0001,99.9638
5143,岙,10,0.0001,99.9637
5144,_,10,0.0001,99.9636
5145,阏,10,0.0001,99.9635
5146,鹳,10,0.0001,99.9634
5147,裾,10,0.0001,99.9633
5148,綦,10,0.0001,99.9632
5149,珏,10,0.0001,99.9639
5150,苫,10,0.0001,99.9654
5151,_,10,0.0001,99.9659
5152,饕,10,0.0001,99.9666
5153,玑,10,0.0001,99.9665
5154,_,10,0.0001,99.9613
5155,镬,10,0.0001,99.9663
5156,罘,10,0.0001,99.9664
5157,畹,10,0.0001,99.9661
5158,_,10,0.0001,99.966
5159,髋,10,0.0001,99.9667
5160,肱,10,0.0001,99.9658
5161,碜,10,0.0001,99.9657
5162,莆,10,0.0001,99.965
5163,鄞,10,0.0001,99.9655
5164,旖,10,0.0001,99.9668
5165,弑,10,0.0001,99.9653
5166,悌,10,0.0001,99.9652
5167,蒽,10,0.0001,99.9651
5168,塬,10,0.0001,99.9656
5169,鸢,10,0.0001,99.9648
5170,竽,10,0.0001,99.9609
5171,箴,10,0.0001,99.9605
5172,嗉,10,0.0001,99.9608
5173,鸷,10,0.0001,99.9607
5174,痼,10,0.0001,99.9593
5175,怄,10,0.0001,99.9606
5176,馑,10,0.0001,99.9611
5177,伛,10,0.0001,99.9604
5178,稃,10,0.0001,99.9603
5179,鬣,10,0.0001,99.9602
5180,洹,10,0.0001,99.9595
5181,龉,10,0.0001,99.9601
5182,蛭,10,0.0001,99.96
5183,觎,10,0.0001,99.9599
5184,旎,10,0.0001,99.9597
5185,锶,10,0.0001,99.9596
5186,_,10,0.0001,99.9594
5187,鼬,10,0.0001,99.9598
5188,_,10,0.0001,99.961
5189,揆,10,0.0001,99.9622
5190,鲣,10,0.0001,99.9629
5191,搦,10,0.0001,99.9628
5192,龃,10,0.0001,99.9627
5193,诨,10,0.0001,99.9626
5194,筠,10,0.0001,99.9625
5195,虢,10,0.0001,99.9624
5196,_,10,0.0001,99.9623
5197,僳,10,0.0001,99.9612
5198,獐,10,0.0001,99.9621
5199,撺,10,0.0001,99.963
5200,苡,10,0.0001,99.9619
5201,郓,10,0.0001,99.9618
5202,铋,10,0.0001,99.9617
5203,铍,10,0.0001,99.9616
5204,躅,10,0.0001,99.9615
5205,u,10,0.0001,99.9614
5206,锴,10,0.0001,99.962
5207,芮,9,0.0001,99.9727
5208,薮,9,0.0001,99.9724
5209,俎,9,0.0001,99.9723
5210,钫,9,0.0001,99.9722
5211,忤,9,0.0001,99.9721
5212,纾,9,0.0001,99.972
5213,柢,9,0.0001,99.9708
5214,琰,9,0.0001,99.9718
5215,疠,9,0.0001,99.9728
5216,逋,9,0.0001,99.9731
5217,祚,9,0.0001,99.9716
5218,掼,9,0.0001,99.9719
5219,僖,9,0.0001,99.9715
5220,枭,9,0.0001,99.9714
5221,郯,9,0.0001,99.9713
5222,昴,9,0.0001,99.9712
5223,氡,9,0.0001,99.9711
5224,鹕,9,0.0001,99.971
5225,逶,9,0.0001,99.9709
5226,圜,9,0.0001,99.9717
5227,儆,9,0.0001,99.9732
5228,悱,9,0.0001,99.974
5229,邋,9,0.0001,99.9741
5230,啁,9,0.0001,99.9743
5231,虬,9,0.0001,99.9739
5232,榉,9,0.0001,99.9745
5233,秕,9,0.0001,99.9746
5234,粜,9,0.0001,99.9747
5235,氪,9,0.0001,99.9748
5236,髡,9,0.0001,99.9744
5237,鹈,9,0.0001,99.9738
5238,琮,9,0.0001,99.9737
5239,芾,9,0.0001,99.9729
5240,篑,9,0.0001,99.9735
5241,缬,9,0.0001,99.9742
5242,毖,9,0.0001,99.9734
5243,舛,9,0.0001,99.9733
5244,蚰,9,0.0001,99.9736
5245,嗲,9,0.0001,99.973
5246,胍,9,0.0001,99.9725
5247,裢,9,0.0001,99.969
5248,哚,9,0.0001,99.9685
5249,囹,9,0.0001,99.9689
5250,擤,9,0.0001,99.9687
5251,_,9,0.0001,99.9726
5252,圄,9,0.0001,99.9683
5253,橇,9,0.0001,99.9682
5254,跎,9,0.0001,99.9681
5255,倨,9,0.0001,99.968
5256,莨,9,0.0001,99.9679
5257,鳕,9,0.0001,99.9678
5258,飑,9,0.0001,99.9677
5259,楫,9,0.0001,99.9669
5260,欹,9,0.0001,99.967
5261,蠼,9,0.0001,99.9671
5262,箨,9,0.0001,99.9672
5263,腠,9,0.0001,99.9673
5264,螋,9,0.0001,99.9674
5265,_,9,0.0001,99.9676
5266,沆,9,0.0001,99.9675
5267,羰,9,0.0001,99.9684
5268,赝,9,0.0001,99.9698
5269,锆,9,0.0001,99.9706
5270,枳,9,0.0001,99.9705
5271,媪,9,0.0001,99.9704
5272,幛,9,0.0001,99.9703
5273,哓,9,0.0001,99.9702
5274,砦,9,0.0001,99.9701
5275,鲴,9,0.0001,99.97
5276,郧,9,0.0001,99.9696
5277,棹,9,0.0001,99.9688
5278,麋,9,0.0001,99.9686
5279,偈,9,0.0001,99.9697
5280,禳,9,0.0001,99.9707
5281,圮,9,0.0001,99.9695
5282,愎,9,0.0001,99.9694
5283,缂,9,0.0001,99.9693
5284,錾,9,0.0001,99.9692
5285,诳,9,0.0001,99.9691
5286,r,9,0.0001,99.9699
5287,鲶,8,0.0001,99.981
5288,鸹,8,0.0001,99.9809
5289,_,8,0.0001,99.9808
5290,荏,8,0.0001,99.9807
5291,欤,8,0.0001,99.9806
5292,洫,8,0.0001,99.9805
5293,髀,8,0.0001,99.9793
5294,蹀,8,0.0001,99.9772
5295,鳟,8,0.0001,99.9816
5296,衾,8,0.0001,99.9812
5297,磙,8,0.0001,99.9803
5298,椁,8,0.0001,99.9804
5299,岬,8,0.0001,99.9813
5300,琊,8,0.0001,99.9801
5301,戆,8,0.0001,99.98
5302,傈,8,0.0001,99.9799
5303,僭,8,0.0001,99.9798
5304,瓯,8,0.0001,99.9797
5305,呔,8,0.0001,99.9796
5306,诤,8,0.0001,99.9795
5307,瀣,8,0.0001,99.9794
5308,_,8,0.0001,99.9802
5309,缛,8,0.0001,99.9817
5310,槭,8,0.0001,99.9826
5311,亳,8,0.0001,99.9827
5312,_,8,0.0001,99.983
5313,"""",8,0.0001,99.9835
5314,碚,8,0.0001,99.9829
5315,曜,8,0.0001,99.9825
5316,唳,8,0.0001,99.9831
5317,襦,8,0.0001,99.9832
5318,骛,8,0.0001,99.9833
5319,甑,8,0.0001,99.9834
5320,鲇,8,0.0001,99.9824
5321,廛,8,0.0001,99.9823
5322,吲,8,0.0001,99.9814
5323,_,8,0.0001,99.9821
5324,刎,8,0.0001,99.9828
5325,愫,8,0.0001,99.982
5326,岢,8,0.0001,99.9819
5327,杲,8,0.0001,99.9818
5328,遒,8,0.0001,99.9822
5329,狙,8,0.0001,99.9815
5330,酩,8,0.0001,99.9811
5331,屣,8,0.0001,99.9773
5332,捭,8,0.0001,99.9766
5333,帙,8,0.0001,99.9767
5334,餮,8,0.0001,99.977
5335,跗,8,0.0001,99.9765
5336,褙,8,0.0001,99.9764
5337,篦,8,0.0001,99.9763
5338,_,8,0.0001,99.9762
5339,c,8,0.0001,99.9761
5340,棰,8,0.0001,99.976
5341,阕,8,0.0001,99.9759
5342,阆,8,0.0001,99.9749
5343,笳,8,0.0001,99.9757
5344,溧,8,0.0001,99.9755
5345,睇,8,0.0001,99.9754
5346,黩,8,0.0001,99.9753
5347,魇,8,0.0001,99.9752
5348,荨,8,0.0001,99.9758
5349,歙,8,0.0001,99.975
5350,矍,8,0.0001,99.9756
5351,鲛,8,0.0001,99.9751
5352,劭,8,0.0001,99.9768
5353,镧,8,0.0001,99.9782
5354,潋,8,0.0001,99.9791
5355,。,8,0.0001,99.979
5356,楝,8,0.0001,99.9789
5357,泱,8,0.0001,99.9788
5358,伉,8,0.0001,99.9787
5359,倮,8,0.0001,99.9786
5360,逖,8,0.0001,99.9785
5361,t,8,0.0001,99.9784
5362,_,8,0.0001,99.9783
5363,滟,8,0.0001,99.9771
5364,縻,8,0.0001,99.9781
5365,骶,8,0.0001,99.9779
5366,螈,8,0.0001,99.9778
5367,蝾,8,0.0001,99.9777
5368,_,8,0.0001,99.9776
5369,滢,8,0.0001,99.9775
5370,璇,8,0.0001,99.978
5371,痔,8,0.0001,99.9774
5372,诮,8,0.0001,99.9769
5373,娆,8,0.0001,99.9792
5374,鳜,7,0,99.9835
5375,帔,7,0,99.9835
5376,麇,7,0,99.9835
5377,擢,7,0,99.9835
5378,锏,7,0,99.9835
5379,闳,7,0,99.9835
5380,萋,7,0,99.9835
5381,钜,7,0,99.9835
5382,啭,7,0,99.9835
5383,缣,7,0,99.9835
5384,讫,7,0,99.9835
5385,汨,7,0,99.9835
5386,樨,7,0,99.9835
5387,楸,7,0,99.9835
5388,矬,7,0,99.9835
5389,_,7,0,99.9835
5390,岿,7,0,99.9835
5391,遢,7,0,99.9835
5392,侪,7,0,99.9835
5393,叵,7,0,99.9835
5394,糁,7,0,99.9835
5395,钯,7,0,99.9835
5396,宸,7,0,99.9835
5397,桷,7,0,99.9835
5398,_,7,0,99.9835
5399,啖,7,0,99.9835
5400,铙,7,0,99.9835
5401,粲,7,0,99.9835
5402,衄,7,0,99.9835
5403,狎,7,0,99.9835
5404,睥,7,0,99.9835
5405,傥,7,0,99.9835
5406,铢,7,0,99.9835
5407,_,7,0,99.9835
5408,菘,7,0,99.9835
5409,瑷,7,0,99.9835
5410,疬,7,0,99.9835
5411,瘰,7,0,99.9835
5412,篁,7,0,99.9835
5413,厝,7,0,99.9835
5414,羸,7,0,99.9835
5415,鬟,7,0,99.9835
5416,牾,7,0,99.9835
5417,郴,7,0,99.9835
5418,珈,7,0,99.9835
5419,艿,7,0,99.9835
5420,珐,7,0,99.9835
5421,碇,7,0,99.9835
5422,茌,7,0,99.9835
5423,_,7,0,99.9835
5424,溟,7,0,99.9835
5425,鏊,7,0,99.9835
5426,犴,7,0,99.9835
5427,_,7,0,99.9835
5428,骜,7,0,99.9835
5429,囝,7,0,99.9835
5430,怿,7,0,99.9835
5431,妪,7,0,99.9835
5432,_,7,0,99.9835
5433,乜,7,0,99.9835
5434,耧,7,0,99.9835
5435,蠲,7,0,99.9835
5436,嗑,7,0,99.9835
5437,_,7,0,99.9835
5438,圻,7,0,99.9835
5439,辔,7,0,99.9835
5440,殒,7,0,99.9835
5441,瘃,7,0,99.9835
5442,埙,7,0,99.9835
5443,褫,7,0,99.9835
5444,啵,7,0,99.9835
5445,怛,7,0,99.9835
5446,榧,7,0,99.9835
5447,箪,7,0,99.9835
5448,醴,7,0,99.9835
5449,戗,7,0,99.9835
5450,佞,7,0,99.9835
5451,蛱,7,0,99.9835
5452,鲳,7,0,99.9835
5453,骞,7,0,99.9835
5454,眦,7,0,99.9835
5455,溏,7,0,99.9835
5456,穰,7,0,99.9835
5457,茕,7,0,99.9835
5458,_,7,0,99.9835
5459,阒,7,0,99.9835
5460,_,7,0,99.9835
5461,牖,7,0,99.9835
5462,诟,7,0,99.9835
5463,虿,7,0,99.9835
5464,糌,7,0,99.9835
5465,_,7,0,99.9835
5466,磴,7,0,99.9835
5467,庖,7,0,99.9835
5468,徵,7,0,99.9835
5469,拊,7,0,99.9835
5470,苄,7,0,99.9835
5471,铳,6,0,99.9835
5472,_,6,0,99.9835
5473,笱,6,0,99.9835
5474,畛,6,0,99.9835
5475,稔,6,0,99.9835
5476,_,6,0,99.9835
5477,偬,6,0,99.9835
5478,癜,6,0,99.9835
5479,翮,6,0,99.9835
5480,惝,6,0,99.9835
5481,_,6,0,99.9835
5482,贽,6,0,99.9835
5483,酽,6,0,99.9835
5484,鸱,6,0,99.9835
5485,醍,6,0,99.9835
5486,焱,6,0,99.9835
5487,_,6,0,99.9835
5488,颟,6,0,99.9835
5489,_,6,0,99.9835
5490,膻,6,0,99.9835
5491,畀,6,0,99.9835
5492,呦,6,0,99.9835
5493,辏,6,0,99.9835
5494,锛,6,0,99.9835
5495,蚬,6,0,99.9835
5496,蟥,6,0,99.9835
5497,叟,6,0,99.9835
5498,_,6,0,99.9835
5499,嘞,6,0,99.9835
5500,跏,6,0,99.9835
5501,妣,6,0,99.9835
